order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD481608,ID4305737105,2019-10-17,Bakers,"[('Alcon 10', 2), ('iStream', 2), ('Lucent 330S', 1)]",19430.0,106.96,-37.8127666,145.0127195,10,17593.96,Spring,True,1.5685,this device is awesome!,1.0
ORD492744,ID0367779682,2019-06-13,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2), ('Candle Inferno', 2), ('Alcon 10', 2)]",29980.0,63.7,-37.8244094,144.9693686,0,30043.7,Winter,False,0.6474,"five stars love, love my phone and was a better price than my service provider offered.",1.0
ORD327901,ID0635529738,2019-01-23,Thompson,"[('Lucent 330S', 1), ('Alcon 10', 2), ('Olivia x460', 2), ('Candle Inferno', 2)]",22440.0,90.61,-37.8130154,144.9406963,5,21408.61,Summer,True,0.5617,"pear alcon xs screen too small for my liking pear alcon xs is a great phone and the seller kept his side of the deal. however, when i received the phone, i was not impressed due to the small screen size. i have shipped it back through ups; and ordered pear alcon xs max, 6.5"", 512gb instead.",1.0
ORD128194,ID4520380497,2019-12-03,Thompson,"[('Toshika 750', 2), ('Alcon 10', 2), ('Candle Inferno', 1), ('Olivia x460', 2)]",29420.0,92.22,-37.8094861,144.9554003,5,28041.22,Summer,True,0.8141,five stars amazing phone,1.0
ORD079272,ID4313862246,2019-10-11,Bakers,"[('iStream', 2), ('iAssist Line', 1), ('Candle Inferno', 2)]",3385.0,62.63,-37.8185851,144.9915878,25,2601.38,Spring,False,1.0084,two stars didnt last long at all!,0.0
ORD499961,ID0052452407,2019-08-27,Thompson,"[('Thunder line', 1), ('iAssist Line', 2)]",6630.0,71.39,-37.800287899999994,144.9367364,25,5043.89,Winter,False,1.6512,"greeeaaat quality. great quality but the battery dies to fast but it can last around 3 to 4 hours so its not bad, and im having a problem where sometimes app crash but great phone.",1.0
ORD125783,ID0202520394,2019-11-25,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 2), ('Thunder line', 2)]",11140.0,113.15,-37.8024029,144.9269069,15,9582.15,Spring,True,2.1098,"great phone everything is perfect with this phone.. i’m not so exigent but yet, the device answer to all my needs.",1.0
ORD355902,ID6282174093,2019-09-15,Nickolson,"[('Universe Note', 1), ('pearTV', 1)]",9760.0,77.51,-37.823347999999996,144.97840580000005,15,8373.51,Spring,False,0.9414,"new olivia universe s7 edge beautiful cell phone, light weight, thin, good screen size, lots of functions. as soon i inserted the sim card it gat connected to my provider. its working fine",1.0
ORD295700,ID6167265869,2019-04-05,Nickolson,"[('iStream', 1), ('Toshika 750', 2), ('iAssist Line', 1)]",11015.0,60.68,-37.8154518,144.966669,5,10524.93,Autumn,False,0.43200000000000005,four stars like,1.0
ORD049828,ID0107156521,2019-02-11,Nickolson,"[('pearTV', 1), ('Toshika 750', 2), ('iStream', 1), ('Olivia x460', 1)]",16325.0,74.12,-37.82398679999999,144.9776707,15,13950.37,Summer,False,0.9327,books and magazines are easy to access and read!!!,1.0
ORD152711,ID0702373597,2019-03-15,Thompson,"[('Universe Note', 1), ('pearTV', 1), ('Thunder line', 1)]",11940.0,64.61,-37.8065423,144.9412049,25,9019.61,Autumn,False,0.8554,most satisfied with product received on schedule (standard ship was only option) and couldn't tell it a refurb. came with everything but earbuds. most satisfied with product.,1.0
ORD309351,ID5402876201,2019-04-12,Nickolson,"[('iAssist Line', 1), ('Thunder line', 2), ('Alcon 10', 1)]",15535.0,65.22999999999956,-37.8208084,144.9772272,10,14046.73,Autumn,False,0.7186,"5 star phone ! i had my last phone 12 years, not easy getting used to new phone, but it is very nice. gets easier every day, and it talks to me, wow!",1.0
ORD443014,ID1132069624,2019-03-09,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 2), ('Toshika 750', 2)]",27400.0,46.61,-37.813461600000004,144.944369,10,24706.61,Autumn,False,0.2531,"do not buy, this is obsolete verizon will not activate this phone because its 3g. can't find any carrier that will activate this phone. seller, online shopping won't allow return because 7 days past 30 day return window. its a useless phone with deceptive advertising",0.0
ORD043140,ID0746918007,2019-01-11,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 1), ('iStream', 1), ('Alcon 10', 2)]",20660.0,98.57,-37.824511,144.9828365,25,15593.57,Summer,True,1.3411,"satisfied just as the seller described. camera 10/10 memory space 10/10, cellphone overall 10/10. im satisfied.",1.0
ORD151088,ID1277988762,2019-07-04,Bakers,"[('Olivia x460', 1), ('iAssist Line', 2)]",5675.0,68.6,-37.81260570000001,145.01101430000003,25,4324.85,Winter,False,1.4180000000000001,just a good lil phone for the price of a penny just a good lil phone for the price of a penny. it is a shame they want to stop subsidies but their price points are staying the same. i bought 3 of these for my kids! one is broke but it sure wasn't olivia's fault.,1.0
ORD408379,ID4826905594,2019-12-25,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 2)]",3040.0,69.18,-37.819139899999996,144.9647072,5,2957.18,Summer,False,0.4302,worth the price. this phone is simply amazing. love it.,1.0
ORD124629,ID1686719004,2019-10-15,Thompson,"[('Universe Note', 2), ('pearTV', 2), ('Candle Inferno', 2)]",20380.0,91.78,-37.8012202,144.95523400000005,15,17414.78,Spring,True,1.4632,took a risk and failed. did not work!,0.0
ORD017645,ID3687642861,2019-09-09,Nickolson,"[('Thunder line', 2), ('Lucent 330S', 1), ('Universe Note', 2), ('Alcon 10', 1)]",21440.0,83.18,-37.8142155,144.9728707,25,16163.18,Spring,True,0.5682,total waste of money!!!! phone has so many glitches and defects in it!! total waste of your money!! i would give it 0 stars,0.0
ORD117234,ID0589431853,2019-05-10,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 1), ('iStream', 1), ('iAssist Line', 2)]",7055.0,64.45,-37.8139599,144.9636889,25,5355.7,Autumn,True,0.7294,hey man who was the only way to the next few days ago by the way to get the latest version of this message has a lot more than just the right now,0.0
ORD073330,ID0095562819,2019-01-28,Thompson,"[('pearTV', 2), ('Candle Inferno', 2)]",13480.0,83.26,-37.802594899999995,144.92981880000005,10,12215.26,Summer,False,1.8869,well made. not for fizz canada it didn't work with my canadian provider fizz. otherwise looks well built.,1.0
ORD248759,ID6167441077,2019-08-23,Nickolson,"[('iAssist Line', 2), ('Universe Note', 2), ('Candle Inferno', 2)]",12210.0,61.72,-37.8159759,144.96526409999996,10,11050.72,Winter,False,0.4766,five stars great condition,1.0
ORD141059,ID0331143078,2019-10-24,Nickolson,"[('Candle Inferno', 1), ('Thunder line', 1)]",2610.0,87.57999999999993,-37.7996445,144.9700446,10,2436.58,Spring,False,2.11,"clear pics and videos bought this phone for my grandaughter. slim and neat, clear image. love it!!!-",1.0
ORD397602,ID2277912686,2019-11-02,Thompson,"[('pearTV', 2), ('Alcon 10', 2), ('Thunder line', 2)]",34880.0,89.88,-37.82286920000001,144.9393981,5,33225.88,Spring,True,1.3203,"one star phone showed up beat to crap, speaker didn't work.",0.0
ORD320871,ID6167191744,2019-07-02,Nickolson,"[('Alcon 10', 2), ('Thunder line', 1)]",20080.0,77.83,-37.813684499999994,144.97310190000005,25,15137.83,Winter,True,0.6295,"great phone this phone was not unlocked as advertising said, but was able to connect to att.",1.0
ORD414648,ID2324975791,2019-10-05,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 1), ('Universe Note', 1)]",5105.0,77.95,-37.8103051,144.9726914,10,4672.45,Spring,False,0.9632,"i love it, a great phone i love it, a great phone, the camera is simply out of the world. i have been taking professional grade pictures with this camera",1.0
ORD111120,ID0260907242,2019-11-08,Bakers,"[('pearTV', 2), ('Thunder line', 1), ('Lucent 330S', 1)]",16030.0,108.96,-37.82243270000001,145.0077752,25,12131.46,Spring,True,1.7701,"five stars the arrived arrived in excellent condition, no scratchesq and worked without any issues.",1.0
ORD158581,ID0746921984,2019-01-21,Nickolson,"[('iStream', 1), ('Lucent 330S', 1), ('pearTV', 2)]",14000.0,78.82,-37.8238646,144.9826675,25,10578.82,Summer,False,1.294,five stars love it :),1.0
ORD437470,ID0612741123,2019-10-01,Nickolson,"[('pearTV', 1), ('iAssist Line', 1)]",8535.0,102.98,-37.81521770000001,144.9619514,15,7357.73,Spring,True,0.7668,it's a really good gadget ...i love everything about it...,1.0
ORD055906,ID0130040689,2019-07-05,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 2)]",9500.0,69.48,-37.8036999,144.93220300000004,10,8619.48,Winter,False,1.6453,great value excited all my expectations. fantastic quality camera.large screen. better than a laptop . easily plugs into my 52 inch tv with hd.,1.0
ORD476419,ID0294629931,2019-04-10,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 1)]",18330.0,47.43999999999869,-37.8166574,144.97123190000005,10,16544.44,Autumn,False,0.2615,not recommended after 4 months the phone just did not work anymore. ;(,0.0
ORD067540,ID3153810250,2019-06-05,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 2), ('iStream', 2), ('Toshika 750', 1)]",24970.0,81.01,-37.8087352,144.9614458,15,21305.51,Winter,True,1.3087,normally i don't believe you people.... this is the real deal. good phone. 90 day warranty. it is unlocked i have cricket. good luck.,1.0
ORD086959,ID0332544813,2019-06-10,Thompson,"[('Universe Note', 2), ('Candle Inferno', 2), ('Toshika 750', 1), ('Lucent 330S', 2)]",14540.0,80.63,-37.8000373,144.9440091,25,10985.63,Winter,True,1.4321,"best phone i had thus far design, battery, screen. i do not take many selfies at all so this phone is absolutely brilliant for me. must have.",1.0
ORD100066,ID3072718449,2019-07-30,Nickolson,"[('Universe Note', 2), ('Thunder line', 1), ('pearTV', 2)]",21700.0,80.3,-37.82512970000001,144.9567189,5,20695.3,Winter,True,1.3425,this is very nice for a little over 100.00 dollars. it took a bit to get use to after using a ipad. i got this to travel with or take to the beach nice size very lightweight.,1.0
ORD137952,ID4557862293,2019-10-10,Bakers,"[('Olivia x460', 2), ('Alcon 10', 1)]",11400.0,71.09000000000015,-37.807725399999995,144.99371730000001,10,10331.09,Spring,False,0.2857,great phone incredible phone at an awesome price. no problem with compatability with our wireless carrier which is metro pcs. came with and additional 32g sd card which was a bonus! loved so much just bought another.,1.0
ORD082528,ID0581702929,2019-06-03,Thompson,"[('Universe Note', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",10220.0,70.39,-37.815589,144.9219752,5,9779.39,Winter,True,2.2305,two stars the phone began malfunctioning. no available return policy.,0.0
ORD007383,ID0289650221,2019-07-31,Thompson,"[('iStream', 1), ('pearTV', 1), ('Toshika 750', 1)]",10780.0,61.51,-37.8118465,144.94593799999996,25,8146.51,Winter,False,0.1355,four stars fast shipping and very helpful!,1.0
ORD432102,ID4716795708,2019-02-09,Thompson,"[('iAssist Line', 2), ('Toshika 750', 2)]",13090.0,73.45,-37.8187446,144.9532257,10,11854.45,Summer,False,0.866,"purchasaing the phone at this point in time i am still learning to use it. this is my first smart phone. as for as the transaction in purchasing the phone, it was superb",1.0
ORD373693,ID6167489436,2019-06-01,Thompson,"[('pearTV', 1), ('Lucent 330S', 2), ('Candle Inferno', 1)]",9200.0,79.61,-37.81204570000001,144.9594573,25,6979.61,Winter,True,1.0917,good yes?,1.0
ORD030839,ID6167344508,2019-04-12,Nickolson,"[('Alcon 10', 2), ('Universe Note', 2), ('iStream', 2)]",25100.0,66.94,-37.8069045,144.96570669999997,10,22656.94,Autumn,True,1.3446,fruad!!!! says it's new. came with no charger or other equipment. upon further review we opened the phone to find nothing but a metal bar acting as a weight. deep fruad going on here!!!!,0.0
ORD237360,ID2810279749,2019-02-06,Bakers,"[('iAssist Line', 2), ('pearTV', 1), ('Alcon 10', 2), ('Lucent 330S', 2)]",31120.0,94.16,-37.8172122,144.9893246,25,23434.16,Summer,True,0.9566,an excellent cell phone it exceeded my expectations.,1.0
ORD467093,ID0577522768,2019-03-06,Nickolson,"[('iAssist Line', 1), ('iStream', 1)]",2375.0,49.87,-37.8229098,144.9751892,25,1831.12,Autumn,False,0.6903,never bought this item at all. so i guess you must have the wrong person,0.0
ORD440145,ID1728565034,2019-04-18,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1), ('Thunder line', 1)]",10310.0,66.6299999999992,-37.823132799999996,144.9517408,15,8830.13,Autumn,False,1.2347,"five stars works very good, this is my second one...",1.0
ORD435332,ID1449266826,2019-05-25,Bakers,"[('Universe Note', 1), ('Alcon 10', 2)]",21350.0,80.59,-37.8164736,144.9842325,0,21430.59,Autumn,True,1.2065,i loved the i can use voice to make a request. i use it for music and movies.,1.0
ORD273463,ID0709976370,2019-01-30,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 1), ('Toshika 750', 1)]",8000.0,60.99,-37.8159052,144.9339849,25,6060.99,Summer,False,1.2056,"for me, it is only great for playing english-language music. i may try to connect to light switches and socketsss through something like nest, but until then, answering questions about history and societyit fails.",0.0
ORD412751,ID0767752915,2019-05-13,Nickolson,"[('iAssist Line', 1), ('iStream', 2)]",2525.0,53.31,-37.8030239,144.96970459999997,5,2452.06,Autumn,False,1.7334,"don't buy it!! after 3 moth when the warranty gone the phone is not working properly any more. many issues with volume control, when is on call and video call doesn't work, constantly getting freezes, and much more issues. i highly not recommend it.",0.0
ORD110973,ID0702352297,2019-03-11,Thompson,"[('Candle Inferno', 2), ('pearTV', 1), ('Alcon 10', 1)]",16120.0,66.31,-37.8056975,144.94140910000004,5,15380.31,Autumn,False,0.9224,love this phone love this phone. but my pen is stuck inside and can only come off with niddle.. other than that. 5 stars! whoop whoop! great stuff,1.0
ORD414783,ID1681675840,2019-04-19,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 2)]",18760.0,66.35,-37.8098862,144.9763827,10,16950.35,Autumn,True,1.1405,don’t buy it didn’t wk,0.0
ORD481128,ID0151452170,2019-02-26,Bakers,"[('pearTV', 2), ('Toshika 750', 2), ('Thunder line', 2)]",25620.0,62.03,-37.79835670000001,144.99801230000003,10,23120.03,Summer,False,1.3185,"very disappointing. bought this phone to use abroad. ... very disappointing. bought this phone to use abroad. tried using an international sim when i arrived at the airport, and it did not recognize the new network. supposedly unlocked.",0.0
ORD018272,ID3427761887,2019-04-17,Bakers,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('pearTV', 1)]",7970.0,79.16,-37.8055058,144.99788600000005,10,7252.16,Autumn,True,0.5517,wonderful customer service although i returned the product because the phone was not unlocked .... wonderful customer service,1.0
ORD417841,ID0711334126,2019-12-29,Thompson,"[('Candle Inferno', 2), ('iAssist Line', 1), ('Thunder line', 2)]",7445.0,76.84,-37.8061449,144.9571708,5,7149.59,Summer,False,1.1478,like new product looks and functions like new. very pleased with it.,1.0
ORD175779,ID3481124176,2019-06-01,Nickolson,"[('Alcon 10', 2), ('Universe Note', 2)]",24800.0,71.43,-37.8178761,144.9673113,15,21151.43,Winter,True,0.2126,great buy great price pretty much looks brand new. the olivia fast charger was unopened and operation was just as i thought. place that with timely shipping and low price and this is a win.,1.0
ORD306092,ID0767723857,2019-01-08,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 1), ('pearTV', 2), ('Olivia x460', 2)]",22400.0,80.98,-37.8047159,144.9723857,10,20240.98,Summer,False,1.565,olivia is #1. this s4 is absolutely amazing. i love the color of this phone and the quality is just amazing. i really love the packaging it's all original and the service with boost mobile is amazing. i love this phone probably in my top 3 for best phones i've had.,1.0
ORD457218,ID6167254931,2019-06-29,Nickolson,"[('pearTV', 2), ('iStream', 1), ('Lucent 330S', 2), ('Olivia x460', 1)]",16455.0,74.63,-37.8159141,144.97224930000004,0,16529.63,Winter,True,0.3813,use this phone on a byop network so i wish ... use this phone on a byop network so i wish i could get rid of the verizon specific stuff without rooting it.,1.0
ORD111428,ID1458422300,2019-10-29,Bakers,"[('iAssist Line', 2), ('Thunder line', 2), ('iStream', 2), ('Candle Inferno', 2)]",9970.0,104.89,-37.818758,145.0068563,5,9576.39,Spring,True,1.4129,good phone none,1.0
ORD060101,ID4157116156,2019-07-05,Bakers,"[('pearTV', 1), ('Lucent 330S', 2)]",8770.0,77.33,-37.8179119,144.9934186,25,6654.83,Winter,True,0.8955,"device otherwise fine / like new did not include micro usb charging cable - odd as it did include a wall charger, but no cable to attach to it. device otherwise fine / like new.",1.0
ORD137916,ID0583242777,2019-03-22,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 1), ('pearTV', 1), ('iStream', 2)]",11400.0,77.67,-37.815142,144.97491580000005,5,10907.67,Autumn,True,0.6085,"wonderful phone love this phone. the battery life is wonderful. i take pictures, play videos and games with the phone; the battery last almost a week before needing to be charged. the sound, video and picture qualities are fabulous. i highly recommend this phone.",1.0
ORD232853,ID0595481199,2019-10-02,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 2), ('Candle Inferno', 2)]",7770.0,62.94,-37.8108565,144.9631424,0,7832.94,Spring,False,1.0294,not a good product short battery life i can only use for 20 minutes,0.0
ORD019087,ID0746917827,2019-07-30,Nickolson,"[('Olivia x460', 1), ('Candle Inferno', 2), ('iStream', 2)]",2385.0,67.03,-37.824387,144.982992,0,2452.03,Winter,True,1.3463,screen problems it worked good at first but now when it gets slightly warm the screen stops working,0.0
ORD483286,ID4370543049,2019-01-29,Bakers,"[('iAssist Line', 1), ('Toshika 750', 2)]",10865.0,94.3700000000008,-37.8101218,145.0064781,0,10959.37,Summer,True,0.9891,it works perfect!,1.0
ORD375450,ID0777783233,2019-10-10,Thompson,"[('Olivia x460', 1), ('Alcon 10', 1), ('Lucent 330S', 2)]",12635.0,105.55,-37.8048535,144.95456090000005,25,9581.8,Spring,True,1.0917,"excellent excellent, thanks you.",1.0
